Original Orbis Name,Original Kununu Name,Similarity Score,Orbis Name (after preprocessing),Kununu Name (after preprocessing),Orbis ID,Kununu ID,NACE Code,Employees,City,Kununu Name Translated
roeder zeltsysteme und service gmbh,rder zeltsysteme und service ag,96.969696,roder zeltsysteme,rder zeltsysteme,2618277,168a7939-ebc8-488d-a74e-fa8c7d8aa614,"M - Professional, scientific and technical activities",575.0,BUEDINGEN,rder tent systems and service ag
volksbank darmstadtsuedhessen eg,volksbank darmstadtsdhessen eg,96.969696,darmstadtsudhesen,darmstadtsdhesen,73449315,19348cde-f39e-47c5-87f4-23369a9a9b2f,K - Financial and insurance activities,610.0,DARMSTADT,volksbank darmstadtsdhessen eg
ideecreativmarkt gmbh & co kg,idee creativmarkt gmbh & co kg,96.969696,ideecreativmarkt,idee creativmarkt,31788421,1a4cfbe1-0e49-4704-bf1a-1debe410751b,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,600.0,PADERBORN,idee creativmarkt gmbh &amp; co kg
koempf onlineshops gmbh,kmpf onlineshops gmbh,96.969696,kompf onlineshops,kmpf onlineshops,134310589,1e7a9740-4485-43e0-b1c1-a73c417c1451,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,227.0,CALW,kmpf online shops gmbh
arbeiterwohlfahrt kreisverband erlangenhoechstadt ev,awo kreisverband erlangenhchstadt,96.969696,erlangenhochstadt,erlangenhchstadt,49027082,1f41b08a-7510-4c9c-a3ea-47db2f3b2cf9,Q - Human health and social work activities,160.0,ERLANGEN,awo district association erlangenhchstadt
eintracht frankfurt fussball aktiengesellschaft,eintracht frankfurt fuball ag,96.969696,eintracht fusball,eintracht fuball,2615327,214215ef-2ef3-4939-92ec-52ec255b137e,"R - Arts, entertainment and recreation",550.0,FRANKFURT,eintracht frankfurt football ag
hoelscher wasserbau gmbh,hlscher wasserbau gmbh,96.969696,holscher waserbau,hlscher waserbau,2364120,26a27f4e-cea7-482d-9fcd-1af0cca0f662,F - Construction,458.0,HAREN,hlscher water engineering gmbh
duesseldorf congress gmbh,dsseldorf congress sport & event gmbh,96.969696,duseldorf congres,dseldorf congres,2535884,27741da5-8874-4f58-b585-30f13d3e77cd,N - Administrative and support service activities,52.0,DUESSELDORF,dsseldorf congress sport &amp; event gmbh
gms getraenke & mehr servicegesellschaft mbh,gms getrnke & mehr servicegesellschaft mbh,96.969696,gms getranke mehr,gms getrnke mehr,8008714,28a89ec6-bd42-4f81-b18a-fd5fbfc28103,S - Other service activities,62.0,KREUZTAL,gms drinks &amp; more service company mbh
siegmann schroeder gmbh,siegmann schrder gmbh,96.969696,siegmann schroder,siegmann schrder,2328476,291ef630-f758-49bc-9c3d-97444d9ea813,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,65.0,HAMBURG,siegmann schrder gmbh
niesmann bischoff gmbh,niesmannbischoff gmbh,96.969696,niesmann bischoff,niesmannbischoff,2806813,2afc385c-9e96-447b-a2ed-f5fed72ebf0d,C - Manufacturing,246.0,POLCH,niesmannbischoff gmbh
moebel schulenburg vertriebs gmbh,mbel schulenburg,96.969696,mobel schulenburg,mbel schulenburg,18293559,2ce036f6-6c9b-4971-80e6-6acacdcac77a,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,93.0,GOSLAR,furniture schulenburg
maerz internetwork services ag,mrz internetwork services ag,96.969696,marz internetwork,mrz internetwork,2545863,2d89402a-9c99-42d2-9c1b-ab4606f1c2c8,N - Administrative and support service activities,40.0,ESSEN,mrz internetwork services ag
beyer mietservice kg,beyermietservice kg,96.969696,beyer mietservice,beyermietservice,70926805,2fc9b92a-b422-47a6-bc95-39aa2825ccdd,N - Administrative and support service activities,250.0,ETZBACH,beyer rental service kg
hummel kuechenwerk gmbh,hummel kchenwerk gmbh,96.969696,hummel kuchenwerk,hummel kchenwerk,2384283,325d3a16-f6c5-4bc3-b0b3-f2f3cd3521c1,C - Manufacturing,116.0,NORDERSTEDT,hummel kitchenware gmbh
senertec kraftwaerme energiesysteme gmbh,senertec kraftwrmeenergiesysteme gmbh,96.969696,senertec kraftwarme energiesysteme,senertec kraftwrmeenergiesysteme,2839526,35f3c371-3f92-4843-bd02-662696a24362,C - Manufacturing,124.0,SCHWEINFURT,senertec combined heat and power systems gmbh
sika dr siebert & kuehn gmbh & co kg,sika dr siebert & khn gmbh & co kg,96.969696,sika siebert kuhn,sika siebert khn,2627698,377f4f9a-41b1-4095-8906-f28f0d2e652c,C - Manufacturing,319.0,KAUFUNGEN,sika dr siebert &amp; khn gmbh &amp; co kg
roekona textilwerk gmbh & co kg,rkona textilwerk gmbh,96.969696,rokona textilwerk,rkona textilwerk,2705952,37dc2508-404b-4b8a-b3da-707663044fa1,C - Manufacturing,204.0,TUEBINGEN,rkona textile factory gmbh
theegartenpactec gmbh & co kg,theegarten pactec gmbh & cokg,96.969696,theegartenpactec,theegarten pactec,7696931,3868e3d8-76e0-4141-b9ef-51399e539072,C - Manufacturing,348.0,DRESDEN,theegarten pactec gmbh &amp; cokg
polytech domilens gmbh,polytechdomilens gmbh,96.969696,polytech domilens,polytechdomilens,2604027,3b5fba6f-b8b3-4203-8ec4-f31cb2f4c199,C - Manufacturing,51.0,ROSSDORF,polytechdomilens gmbh
volksbank rheinnahehunsrueck eg,volksbank rheinnahehunsrck eg,96.969696,rheinnahehunsruck,rheinnahehunsrck,1587928,423fc490-7ec9-4686-92b2-f4aa1abb89d3,K - Financial and insurance activities,297.0,BAD KREUZNACH,Volksbank Rheinnahehunsrck eg
getraenke waldhoff erfurt logistik und service gmbh,getrnke waldhoff beteiligungsgmbh,96.969696,getranke waldhoff,getrnke waldhoff,2406130,47e937ce-9118-49a3-bb90-5786c42c7d7b,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,137.0,ERFURT,drinks waldhoff beteiligungsgmbh
hoefelmeyer waagen gmbh,hfelmeyer waagen gmbh,96.969696,hofelmeyer waagen,hfelmeyer waagen,2373041,485d8fce-e244-4ff7-9ad9-27a440a3c386,C - Manufacturing,79.0,GEORGSMARIENHUETTE,hfelmeyer scales gmbh
piel die technische grosshandlung gmbh,piel die technische grohandlung gmbh,96.969696,piel groshandlung,piel grohandlung,2504286,49a8f46a-382e-4b51-baa3-06586b48a6db,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,70.0,SOEST,piel the technical wholesaler gmbh
baum lined piping gmbh,baum linedpiping gmbh,96.969696,baum lined piping,baum linedpiping,2700078,4ade0705-4b2a-4144-8358-7b61a4b47ed0,C - Manufacturing,160.0,BIRKENFELD,baum lined piping gmbh
ems elektro metall schwanenmuehle gmbh,ems elektro metall schwanenmhle gmbh,96.969696,ems schwanenmuhle,ems schwanenmhle,2705199,5021706a-9e84-4d69-b317-53e6d14d5b58,C - Manufacturing,329.0,HORBACH,ems electro metal swan mill gmbh
landbaeckerei ihle gmbh & co kg,landbckerei ihle,96.969696,landbackerei ihle,landbckerei ihle,2751426,607bb20a-02f4-4a42-9aba-1f8277fceec4,C - Manufacturing,1500.0,FRIEDBERG,country bakery ihle
karlheinz haeussler gmbh,karlheinz hussler gmbh,96.969696,karlheinz hausler,karlheinz husler,2826933,623df6e5-cd4f-48d2-bf05-76f222a37ea9,C - Manufacturing,103.0,ALTHEIM,karlheinz hussler gmbh
instep fachkraefte gmbh,instep fachkrfte gmbh,96.969696,instep fachkrafte,instep fachkrfte,369538076,68e5767f-ad20-43e7-aae4-9355dd995462,N - Administrative and support service activities,269.0,KUENZELL,instep specialists gmbh
wallach moebelhaus gmbh & co kg,wallach mbelhaus gmbh & co kg,96.969696,wallach mobelhaus,wallach mbelhaus,2305319,6ea2cc7f-d13b-42d4-84be-e7651a6b970f,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,250.0,CELLE,wallach mbelhaus gmbh &amp; co kg
seco kaeltetechnik gmbh,seco kltetechnik gmbh,96.969696,seco kaltetechnik,seco kltetechnik,2460869,70afc16a-3cd1-4675-b49c-143098344e0f,F - Construction,347.0,BOCHUM,seco refrigeration technology gmbh
glaeserne molkerei gmbh,glserne molkerei gmbh,96.969696,glaserne molkerei,glserne molkerei,16535003,7e613ba5-fb1d-4d16-88bf-4caa1c1f67de,C - Manufacturing,86.0,DECHOW,glass dairy gmbh
thurlaender salate und feinkost gmbh,thurlnder salate,96.969696,thurlander salate,thurlnder salate,2436473,80099ee6-76b0-4d92-ab93-36410c2b2d42,C - Manufacturing,291.0,RAGUHN-JESSNITZ,thurland salads
brammibal s donuts gmbh,brammibals donuts gmbh,96.969696,brammibal donuts,brammibals donuts,387408850,81ea95ad-e2f8-4e38-a33c-7ac94fe03d56,C - Manufacturing,80.0,BERLIN,brammibals donuts gmbh
haeusler automobil gmbh & co kg,husler automobil gmbh & co kg,96.969696,hausler automobil,husler automobil,2775158,878d78fe-c5ad-48bc-b7eb-1d612c928ade,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,460.0,MUENCHEN,husler automobile gmbh &amp; co kg
eisenhart laeppche gesellschaft mit beschraenkter haftung,eisenhart laeppch gmbh,96.969696,eisenhart lappche,eisenhart lappch,2379625,8d889ce2-88f0-497a-a589-4b1d5bba0bbb,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,53.0,WILHELMSHAVEN,eisenhart laeppch gmbh
gewo feinmechanik gmbh,gewofeinmechanik gmbh,96.969696,gewo feinmechanik,gewofeinmechanik,2849678,8fb8f4a0-a69d-4dee-942a-ab80dd5e7543,C - Manufacturing,403.0,WOERTH,gewofeinmechanik gmbh
rk gebaeudeservice gmbh,rk gebudeservice gmbh & co kg,96.969696,rk gebaudeservice,rk gebudeservice,2738501,922e917b-9dff-4c1e-bb80-602895262d6d,N - Administrative and support service activities,34.0,STUTTGART,rk building service gmbh &amp; co kg
wuerth truck lease gmbh,wrth truck lease gmbh,96.969696,wurth truck lease,wrth truck lease,60493923,9566bb48-f58c-499f-beb0-044beb696279,"M - Professional, scientific and technical activities",41.0,,wrth truck lease gmbh
vr bank augsburgostallgaeu eg,vr bank augsburgostallgu eg,96.969696,augsburgostallgau,augsburgostallgu,819638,95bc9e91-509e-4388-832e-7da67949a522,K - Financial and insurance activities,500.0,AUGSBURG,vr bank augsburgostallgü eg
innklinikum gku altoetting und muehldorf,innklinikum gku alttting und mhldorf,96.969696,innklinikum gku altotting muhldorf,innklinikum gku alttting mhldorf,475447332,986d087f-7f82-4bb8-8738-49ff367d1338,Q - Human health and social work activities,2700.0,ALTOETTING,innklinikum gku alttting and mhldorf
optiwohnwelt foest gmbh & co kg,optiwohnwelt fst gmbh & co kg,96.969696,optiwohnwelt fost,optiwohnwelt fst,2835231,9cf38f12-2e6d-46c3-ab76-4b102f696704,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1287.0,NIEDERLAUER,optiwohnwelt fst gmbh &amp; co kg
sbs buehnentechnik gmbh,sbs bhnentechnik gmbh,96.969696,sbs buhnentechnik,sbs bhnentechnik,8006172,a05da537-0572-4be4-8983-df7a20b1eb86,C - Manufacturing,88.0,DRESDEN,sbs stage technology gmbh
brockmann & buechner partnerschaftsgesellschaft unternehmensberatung,brockmann & bchner,96.969696,brockmann buchner,brockmann bchner,193454324,a770b962-55c6-46b7-ae39-50cfc45b43ec,"M - Professional, scientific and technical activities",45.0,HAMBURG,brockmann &amp; bchner
volksbank raiffeisenbank oberbayern suedost eg,volksbank raiffeisenbank oberbayern sdost eg,96.969696,oberbayern sudost,oberbayern sdost,1593504,a9cac776-5771-4731-9bb2-2d3b624aadee,K - Financial and insurance activities,310.0,BAD REICHENHALL,Volksbank Raiffeisenbank Oberbayern SDSt eg
acciona airport services duesseldorf gmbh,acciona airport services dsseldorf gmbh,96.969696,acciona duseldorf,acciona dseldorf,288614379,adaa58d0-8cd9-4a0c-9f95-d079bf7bbf84,H - Transportation and storage,400.0,DUESSELDORF,acciona airport services dsseldorf gmbh
sparkasse lueneburg,sparkasse lneburg,96.969696,sparkase luneburg,sparkase lneburg,786347,b88b758c-3911-4442-8c1b-aa5f36cb714e,K - Financial and insurance activities,468.0,LUNEBURG,Sparkasse lneburg
schein orthopaedie service kg,schein orthopdie service kg,96.969696,schein orthopadie,schein orthopdie,2584268,ba9ce314-4242-456a-93d6-36012080911d,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,269.0,REMSCHEID,certificate orthopedics service kg
georgsmarienhuette holding gmbh,georgsmarienhtte gmbh,96.969696,georgsmarienhutte,georgsmarienhtte,2374136,bb753947-30f9-4ae4-9230-3759608e884d,"M - Professional, scientific and technical activities",5858.0,GEORGSMARIENHUETTE,georgsmarienhütte gmbh
sparkasse koelnbonn,sparkasse klnbonn,96.969696,sparkase kolnbonn,sparkase klnbonn,52147157,bbc7dfc3-7acb-4042-bcc1-1a144ecc660f,K - Financial and insurance activities,3186.0,KOELN,savings bank klnbonn
awo betreuungsdienste ggmbh,betreuungsdienst heinrich,96.969696,betreuungsdienste,betreuungsdienst,2433598,bdfca278-307f-4f0b-8fe9-bdb88105aca0,Q - Human health and social work activities,383.0,FRIESACK,care service heinrich
vsktechnik kuebler gmbh,vsktechnik kbler gmbh,96.969696,vsktechnik kubler,vsktechnik kbler,2648044,c03f9889-0ff4-419f-b83e-0e03ec1b22cc,F - Construction,150.0,WORMS,vsktechnik kbler gmbh
waldhausen & buerkel gmbh & co kg,waldhausen & brkel gmbh & co kg,96.969696,waldhausen burkel,waldhausen brkel,2572702,c23e5aec-c2ee-442b-bcfd-7a73c4986940,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,132.0,MOENCHENGLADBACH,waldhausen &amp; brkel gmbh &amp; co kg
iwm industrie und werksmontage gesellschaft mit beschraenkter haftung,iwm industrie und werksmontagen gmbh,96.969696,iwm werksmontage,iwm werksmontagen,2375745,ce9495eb-db07-47cc-bffe-04d6cd385a5b,"M - Professional, scientific and technical activities",155.0,HITZACKER,iwm industry and factory assembly gmbh
wlc wuerthlogistik gmbh & co kg,wlc wrthlogistik gmbh & co kg,96.969696,wlc wurthlogistik,wlc wrthlogistik,2673202,cee1ee59-d16e-4b80-9217-76277fdd28d5,H - Transportation and storage,700.0,KUENZELSAU,wlc wrthlogistik gmbh &amp; co kg
kodi diskontlaeden gmbh,kodi diskontlden gmbh,96.969696,kodi diskontladen,kodi diskontlden,2578101,d0ca8d44-68d7-4afd-b708-2d9903520cca,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,2526.0,OBERHAUSEN,kodi discounters gmbh
ortmedienverbund gmbh,ort medienverbund gmbh,96.969696,ortmedienverbund,ort medienverbund,2571176,d62da81e-ac79-4edc-900c-f5df77cf94b8,"M - Professional, scientific and technical activities",56.0,KREFELD,ort media network gmbh
rudolf kraemer eisenwaren gmbh,rudolf krmer eisenwaren gmbh,96.969696,kramer eisenwaren,krmer eisenwaren,2539843,d6f53dd0-c17d-40f8-918f-6e4b7cdc709b,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,117.0,DUISBURG,rudolf krmer ironware gmbh
eurolockssicherheitseinrichtungen gmbh,eurolocks sicherheitseinrichtungen gmbh,96.969696,eurolocksicherheitseinrichtungen,eurolocks sicherheitseinrichtungen,189655666,db12a5f2-c43b-4501-a27d-c239f649ece7,C - Manufacturing,94.0,SULZBACH,eurolocks security equipment gmbh
guenther spelsberg gmbh co kommanditgesellschaft,gnther spelsberg gmbh co kg,96.969696,gunther spelsberg,gnther spelsberg,2487264,e0b6242e-7683-49b8-9dab-bb01bb52d25f,C - Manufacturing,450.0,SCHALKSMUEHLE,gnther spelsberg gmbh co kg
lebenshilfe hernewanneeickel ev,deutsches rotes kreuz kreisverband herne und wanneeickel ev,96.969696,hernewanneeickel,herne wanneeickel,49034952,e343a6ac-2e9f-47ef-89c5-3d16a451d8e6,Q - Human health and social work activities,350.0,HERNE,German Red Cross District Association Herne and Wanneickel EV
k & m praezisionstechnik in kunststoff und metall gmbh,k & m przisionstechnik in kunststoff und metall gmbh,96.969696,prazisionstechnik,przisionstechnik,2806175,e5b1281f-5561-4fc3-b975-91b42e1843f4,C - Manufacturing,86.0,FRONREUTE,k &amp; m precision technology in plastic and metal gmbh
wohnmobilgalerie gmbh,wohnmobil galerie,96.969696,wohnmobilgalerie,wohnmobil galerie,8005670,e771a998-82bf-476f-9a48-d5cb8b2077dc,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,75.0,HOHENASPE,motorhome gallery
karau pruefservice gmbh,karau prfservice gmbh,96.969696,karau prufservice,karau prfservice,108794015,ea2b4a9e-fb3f-4952-89be-8877060d8cf9,"M - Professional, scientific and technical activities",112.0,HEPPENHEIM,karau prfservice gmbh
wtv wuerttemberger medien gmbh & co kg,wtv wrttemberger medien gmbh & co kg,96.969696,wtv wurttemberger,wtv wrttemberger,2739765,f11ef9fc-ab0b-4cc5-913d-9d156bc4f271,J - Information and communication,61.0,STUTTGART,wtv wrttemberger medien gmbh &amp; co kg
karl prestle sanitaer heizungflaschnerei gmbh & co kg,karl prestle sanitrheizungflaschnerei gmbh & co kg,96.969696,prestle sanitar heizungflaschnerei,prestle sanitrheizungflaschnerei,2826291,f325aa78-e2a4-418d-877d-0c6deed21d90,F - Construction,80.0,BIBERACH,karl prestle sanitrheizflaschnerei gmbh &amp; co kg
sfz foerderzentrum ggmbh,sfz frderzentrum ggmbh,96.969696,sfz forderzentrum,sfz frderzentrum,2393841,f538dd66-0cad-439c-9749-5535ab4641c1,P - Education,731.0,CHEMNITZ,sfz funding center ggmbh
tuerelemente borne handelsgesellschaft mbh,trelemente borne handelsgesellschaft mbh,96.969696,turelemente borne,trelemente borne,2591605,faab4400-1a77-416f-9cea-ce68c1048c22,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,52.0,TRIERWEILER,trelemente borne handelsgesellschaft mbh
sparkasse sudpfalz,sparkasse sdpfalz,96.969696,sparkase sudpfalz,sparkase sdpfalz,1586675,fe66c04b-ec87-4e09-9fa2-3bcf7de972c7,K - Financial and insurance activities,733.0,LANDAU IN DER PFALZ,savings bank sdpfalz
kruess gmbh wissenschaftliche laborgeraete,krss gmbh wissenschaftliche laborgerte,96.875,krus wisenschaftliche laborgerate,krs wisenschaftliche laborgerte,2315182,4c56bf38-d030-4370-8597-4b5c3c15ee5f,C - Manufacturing,173.0,HAMBURG,krss gmbh scientific laboratory equipment
thueringer aufbaubank anstalt des oeffentlichen rechts,thringer aufbaubank anstalt des ffentlichen rechts,96.875,thuringer aufbaubank offentlichen,thringer aufbaubank ffentlichen,288545560,53a4c2ce-d870-4559-8956-32c38fe7370c,K - Financial and insurance activities,496.0,ERFURT,thringer development bank public law institution
rebopharm veterinaerfachgrosshandel gmbh & co kg,rebopharm veterinrfachgrohandel gmbh & co kg,96.875,rebopharm veterinarfachgroshandel,rebopharm veterinrfachgrohandel,416115284,a064cd05-2de1-41bb-a6a7-d4718185a9c8,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,66.0,BOCHOLT,rebopharm veterinrfachgrohandel gmbh &amp; co kg
sparkasse neumarkt id opf parsberg,sparkasse neumarkt idopfparsberg,96.875,sparkase neumarkt id opf parsberg,sparkase neumarkt idopfparsberg,819793,b20c7acb-eba0-4f9e-88b6-78f3a7626ff1,K - Financial and insurance activities,367.0,NEUMARKT I.D.OPF.,savings bank neumarkt idopfparsberg
concept renkes & partner mbb wirtschaftspruefungsgesellschaft steuerberatungsgesellschaft,rinke treuhand gmbh wirtschaftsprfungsgesellschaft steuerberatungsgesellschaft,96.875,renkes wirtschaftsprufungsgesellschaft steurberatungsgesellschaft,rinke wirtschaftsprfungsgesellschaft steurberatungsgesellschaft,192829582,bcb91ebe-39d9-4bdf-86f1-2f184f16aef3,"M - Professional, scientific and technical activities",42.0,MAINZ,rinke treuhand gmbh auditing company tax consulting company
deges deutsche einheit fernstrassenplanungs und baugmbh,deges deutsche einheit fernstraenplanungs und bau gmbh,96.875,deges einheit fernstrasenplanungs,deges einheit fernstranplanungs,2270277,e5bd2aba-d594-4ce4-9f52-e3524c220f40,"M - Professional, scientific and technical activities",493.0,BERLIN,deges german unit highway planning and construction gmbh
gut certifizierungsgesellschaft fuer managementsysteme mbh umweltgutachter,gut certifizierungsgesellschaft fr managementsysteme mbh umweltgutachter,96.82539,certifizierungsgesellschaft fur managementsysteme umweltgutachter,certifizierungsgesellschaft managementsysteme umweltgutachter,2280951,a35af46a-2671-4a10-a47f-ec7c2d5439bb,"M - Professional, scientific and technical activities",68.0,BERLIN,gut certification company for management systems mbh environmental auditor
